UID	Inclusion-Junction	Event-Direction	ClusterID	UpdatedClusterID	AltExons	EventAnnotation	Coordinates	ProteinPredictions	dPSI	rawp	adjp	avg-Pos	avg-Neg
RP11-1280N14.3:ENSG00000251634:E7.1-E8.1|ENSG00000251634:E3.1-ENSG00000249437:E11.1	True	inclusion	clu_35272	NewClu_1815	ENSG00000251634:E7.1|ENSG00000251634:E8.1	trans-splicing	chr5:70404488-70400738|chr5:70422422-70294650		0.0477540696909	0.00328347904693	0.659015612153	0.166709030429	0.118954960738
GOT1:ENSG00000120053:E7.4-E8.1|ENSG00000120053:E7.4-E9.1	True	exclusion	clu_8788	NewClu_2631	ENSG00000120053:E8.1	cassette-exon	chr10:101163226-101162479|chr10:101163226-101157443		-0.0365794033108	0.00328733493341	0.659015612153	0.957581100619	0.99416050393
MANBA:ENSG00000109323:I7.1-E8.1|ENSG00000109323:E6.1-E8.1	True	inclusion	clu_6410	NewClu_1810	ENSG00000109323:I7.1	intron-retention	chr4:103611929-103611928|chr4:103635595-103611928		0.0461070416441	0.00329815929911	0.660063028355	0.0569563870476	0.0108493454035
RPAP1:ENSG00000103932:E9.1-E10.1|ENSG00000103932:U0.1_41968463-E19.1_41815513	True	exclusion	clu_5141	NewClu_2276	ENSG00000103932:E9.1|ENSG00000103932:E10.1	altPromoter	chr15:41822062-41821766|chr15:41968463-41815513	(-)alt-N-terminus, (-)AA:772(BAB14247.1)->1393(ENSP00000306123)|(-)ARM-type_fold-IPR016024, (-)MOD_RES-Phosphoserine, (-)MOD_RES-Phosphothreonine, (-)RNA_pol_II_AP1_C-IPR013929, (-)RNA_pol_II_AP1_N-IPR013930	-0.0570329755572	0.00331465244803	0.662239468841	0.927463986187	0.984496961745
NELFE:ENSG00000204356:I14.1_31556241-E4.1|ENSG00000204356:I14.1_31554669-E4.1	False	exclusion	clu_28437	NewClu_4242	ENSG00000204356:I14.1_31556241		chr6:31556241-31549407|chr6:31554669-31549407		0.0845587553061	0.00332285883519	0.66275572067	0.110714403	0.0261556476939
WDR37:ENSG00000047056:I6.1-E7.1|ENSG00000047056:E6.1-E7.1	True	inclusion	clu_1094	NewClu_1392	ENSG00000047056:I6.1	intron-retention	chr10:1125950-1125951|chr10:1123943-1125951	(-)alt-N-terminus, (-)alt-C-terminus, (-)AA:159(LF384896-PEP)->209(ENSP00000404346)|(-)G-protein_beta_WD-40_rep-IPR020472, (-)REPEAT-WD 1, (-)REPEAT-WD 2, (-)WD40_repeat-IPR001680, (-)WD40_repeat_dom-IPR017986	0.0636686429867	0.00333585337003	0.663201416245	0.0894139619048	0.025745318918
C10orf137:ENSG00000107938:E4.1-I4.1|ENSG00000107938:E4.1-E5.1	True	inclusion	clu_6118	NewClu_1375	ENSG00000107938:I4.1	intron-retention	chr10:127412505-127412506|chr10:127412505-127413887	(-)nonsense_mediated_decay, (-)alt-N-terminus, (-)alt-C-terminus, (-)AA:165(LF207940-PEP)->343(ENSP00000431902)	0.0322943063181	0.00333634585062	0.663201416245	0.03745513385	0.00516082753191
ERLIN2:ENSG00000147475:E4.1-E5.1|ENSG00000147475:E4.1-E6.1	True	exclusion	clu_15413	NewClu_3018	ENSG00000147475:E5.1	cassette-exon	chr8:37597964-37599290|chr8:37597964-37601873	(-)retained_intron, (+)truncated, (-)AA:83(ENST00000519872-PEP)->206(ENSP00000427847)|(-)Band_7-IPR001107	-0.089976791491	0.00334946494846	0.664688349713	0.81049730405	0.900474095541
TBRG1:ENSG00000154144:E3.2-E5.1|ENSG00000154144:I4.1-E5.1	False	inclusion	clu_16751	NewClu_541	ENSG00000154144:E3.2	intron-retention	chr11:124495799-124496589|chr11:124496588-124496589	(-)nonsense_mediated_decay, (-)alt-N-terminus, (-)alt-C-terminus, (-)AA:101(ENSP00000436599)->187(ENST00000438907-PEP)|(+)MOD_RES-Phosphoserine, (-)DOMAIN-FYR C-terminal, (-)FYrich_C-IPR003889, (-)HELIX, (-)STRAND	-0.0455546014176	0.0033674735429	0.664776827304	0.0570458292381	0.102600430656
GINM1:ENSG00000055211:E7.1-I7.1|ENSG00000055211:E6.1-E8.1	True	inclusion	clu_1383	NewClu_3001	ENSG00000055211:E7.1|ENSG00000055211:I7.1	intron-retention	chr6:149903419-149903420|chr6:149901859-149903576		0.068270762007	0.00336949186601	0.664776827304	0.160234539286	0.0919637772787
GPR108:ENSG00000125734:E10.3-E11.1|ENSG00000125734:E10.3-I10.1	False	inclusion	clu_9810	NewClu_2644	ENSG00000125734:E11.1	intron-retention	chr19:6733179-6733073|chr19:6733179-6733178	(-)alt+N+terminus, (-)alt+C+terminus, (-)AA:262(LF385212+PEP)+>301(AAI50658.1)|(-)TM_rcpt_euk+IPR009637, (-)TRANSMEM+Helical; Name=1;, (-)TRANSMEM+Helical; Name=2;, (-)TRANSMEM+Helical; Name=3;, (-)TRANSMEM+Helical; Name=4;, (-)TRANSMEM+Helical; Name=5;, (-)TRANSMEM+Helical; Name=6;, (-)TRANSMEM+Helical; Name=7;	-0.131500290781	0.00337160548784	0.664776827304	0.682424749333	0.813925040115
ARPC4:ENSG00000241553:I10.1-E11.1|ENSG00000241553:E10.1-E11.1	True	inclusion	clu_33798	NewClu_3697	ENSG00000241553:I10.1	intron-retention	chr3:9854931-9854932|chr3:9854795-9854932		0.05121831465	0.00337524380871	0.664776827304	0.09441728	0.04319896535
TAOK2:ENSG00000149930:E18.1-I18.1|ENSG00000149930:E18.1-E19.2	True	inclusion	clu_15890	NewClu_1543	ENSG00000149930:I18.1	intron-retention	chr16:30001126-30001127|chr16:30001126-30002105		0.0802433203411	0.0034041942288	0.664776827304	0.118203028053	0.0379597077115
MSH5:ENSG00000204410:I10.1-E11.1|ENSG00000204410:E8.1-E11.1	True	inclusion	clu_28486	NewClu_3321	ENSG00000204410:I10.1	intron-retention	chr6:31715163-31715164|chr6:31712358-31715164		0.0413073835071	0.0034076230532	0.664776827304	0.0665886308571	0.02528124735
UBR2:ENSG00000024048:I10.1-E11.1|ENSG00000024048:E10.1-E13.1	True	inclusion	clu_780	NewClu_164	ENSG00000024048:I10.1|ENSG00000024048:E11.1	intron-retention	chr6:42584854-42584855|chr6:42583828-42585147		0.03441009345	0.00340853617623	0.664776827304	0.03441009345	0.0
ARHGAP4:ENSG00000089820:I20.1-E21.1|ENSG00000089820:E20.6-E21.1	True	inclusion	clu_3480	NewClu_1719	ENSG00000089820:I20.1	intron-retention	chrX:153178506-153178505|chrX:153178672-153178505		0.052763437847	0.00341100067364	0.664776827304	0.131908955667	0.0791455178197
LPCAT4:ENSG00000176454:I3.1_34656395-E4.1|ENSG00000176454:I3.1_34656409-E4.1	True	exclusion	clu_23389	NewClu_1404	ENSG00000176454:I3.1_34656395		chr15:34656395-34656274|chr15:34656409-34656274		-0.0383676675623	0.00341773969206	0.664776827304	0.94652045235	0.984888119912
WDR37:ENSG00000047056:E6.1-I6.1|ENSG00000047056:E6.1-E7.1	True	inclusion	clu_1094	NewClu_1392	ENSG00000047056:I6.1	intron-retention	chr10:1123943-1123944|chr10:1123943-1125951	(-)alt-N-terminus, (-)alt-C-terminus, (-)AA:159(LF384896-PEP)->209(ENSP00000404346)|(-)G-protein_beta_WD-40_rep-IPR020472, (-)REPEAT-WD 1, (-)REPEAT-WD 2, (-)WD40_repeat-IPR001680, (-)WD40_repeat_dom-IPR017986	0.054339880897	0.00343305139495	0.664776827304	0.0741799411429	0.0198400602459
MITD1:ENSG00000158411:I4.1-E5.1|ENSG00000158411:E4.1-E5.1	True	inclusion	clu_17648	NewClu_1576	ENSG00000158411:I4.1	intron-retention	chr2:99787893-99787892|chr2:99787973-99787892	(+)retained_intron, (+)alt-C-terminus, (+)AA:60(ENST00000466880-PEP)->96(ENST00000464685-PEP)|(+)STRAND, (+)TURN	0.0430407162014	0.00343792644068	0.664776827304	0.0517211008571	0.00868038465574
ADCY7:ENSG00000121281:E18.1-I18.1|ENSG00000121281:E18.1-E19.1	True	inclusion	clu_9001	NewClu_927	ENSG00000121281:I18.1	intron-retention	chr16:50339497-50339498|chr16:50339497-50339688		0.0289595629504	0.00344330073719	0.664776827304	0.0336531703158	0.00469360736538
CAMKK2:ENSG00000110931:E17.1-I17.1_121686664|ENSG00000110931:E17.1-E19.1	True	inclusion	clu_6719	NewClu_2591	ENSG00000110931:I17.1_121686664		chr12:121687590-121686664|chr12:121687590-121683043		0.104804833351	0.00344585511883	0.664776827304	0.175455043286	0.0706502099344
SLMO2:ENSG00000101166:E3.2-E4.1|ENSG00000101166:E2.1-E4.1	True	exclusion	clu_4434	NewClu_3919	ENSG00000101166:E3.2	cassette-exon	chr20:57612246-57611815|chr20:57613521-57611815	(-)alt-coding, (-)AA:164(BAG60414.1)->194(BAA92114.1)|(+)PRELI/MSF1-IPR006797, (-)DOMAIN-PRELI/MSF1, (-)PRELI/MSF1-IPR006797	-0.0379016299493	0.00344664905593	0.664776827304	0.913743731952	0.951645361902
RAB1A:ENSG00000138069:I7.1-E8.1|ENSG00000138069:E7.1-E8.1	True	inclusion	clu_13002	NewClu_2465	ENSG00000138069:I7.1	intron-retention	chr2:65315825-65315824|chr2:65316073-65315824	(+)alt-N-terminus, (+)alt-C-terminus, (+)AA:141(BAB71048.1)->151(LF384714-PEP)|(-)HELIX, (-)LIPID-S-geranylgeranyl cysteine, (-)MOD_RES-Phosphoserine; by CDK1 (Probable), (-)NP_BIND-GTP, (-)P-loop_NTPase-IPR027417, (-)STRAND, (-)Small_GTPase-IPR001806, (-)Small_GTPase_Rab_type-IPR003579, (-)Small_GTPase_Ras-IPR020849, (-)Small_GTPase_Rho-IPR003578, (-)TURN	0.105497146419	0.00345497384389	0.664776827304	0.292915997619	0.1874188512
RP11-1319K7.1:ENSG00000179978:I4.1-E5.1|ENSG00000179978:E4.1-E5.1	True	inclusion	clu_24150	NewClu_4150	ENSG00000179978:I4.1	intron-retention	chr5:69408235-69408234|chr5:69419121-69408234		0.121915739496	0.00345618681106	0.664776827304	0.23425838525	0.112342645754
TROVE2:ENSG00000116747:E6.1-I6.1|ENSG00000116747:E6.1-E7.1	True	inclusion	clu_8119	NewClu_3614	ENSG00000116747:I6.1	intron-retention	chr1:193045777-193045778|chr1:193045777-193046043	(-)alt-N-terminus, (-)alt-C-terminus, (-)AA:205(LF205380-PEP)->263(CR936683-PEP)|(-)METAL-Divalent metal cation, (-)MOD_RES-N6-acetyllysine, (-)REGION-VWFA-like domain, (-)TROVE-IPR008858, (+)MOD_RES-Phosphoserine	0.0519689804236	0.00346064193877	0.664776827304	0.0873718458095	0.035402865386
C2CD2L:ENSG00000172375:E3.2-I3.1|ENSG00000172375:E3.2-E4.1	True	inclusion	clu_22347	NewClu_2145	ENSG00000172375:I3.1	intron-retention	chr11:118980909-118980910|chr11:118980909-118981271	(-)retained_intron, (-)alt-N-terminus, (-)alt-C-terminus, (-)AA:192(LF208448-PEP)->224(ENST00000529874-PEP)|(-)MOD_RES-Phosphoserine	0.078201213324	0.0034630055882	0.664776827304	0.109161941789	0.0309607284655
SSBP4:ENSG00000130511:E10.1-E11.2|ENSG00000130511:E9.1-E11.2	True	exclusion	clu_10697	NewClu_1239	ENSG00000130511:E10.1	cassette-exon	chr19:18542228-18542457|chr19:18541740-18542457	(+)alt-N-terminus, (+)alt-C-terminus, (+)AA:182(ENST00000600628-PEP)->185(ENST00000597724-PEP)	-0.11654659103	0.00346889024994	0.664776827304	0.495425738905	0.611972329934
JMJD1C:ENSG00000171988:E7.1-E8.1|ENSG00000171988:E6.1-E8.1	True	exclusion	clu_22236	NewClu_4341	ENSG00000171988:E7.1	cassette-exon	chr10:64979638-64977091|chr10:65024411-64977091	(+)alt-N-terminus, (+)alt-C-terminus, (+)AA:103(ENST00000469152-PEP)->118(BC108649-PEP)|(+)MOD_RES-Phosphoserine	-0.104347663484	0.00346960539087	0.664776827304	0.335889390095	0.440237053579
ZEB2:ENSG00000169554:E5.14-E13.1|ENSG00000169554:E2.13-E13.1	True	inclusion	clu_21468	NewClu_1676	ENSG00000169554:E5.14	altPromoter	chr2:145274845-145187593|chr2:145277506-145187593	(-)truncated, (+)AA:41(ENST00000434448-PEP)->135(ENSP00000387256)|(+)MOD_RES-Phosphoserine, (+)MOD_RES-Phosphothreonine	0.104477241842	0.00346976829134	0.664776827304	0.46462376681	0.360146524967
CRY1:ENSG00000008405:E11.1-E12.1|ENSG00000008405:I11.1-E12.1	False	inclusion	clu_382	NewClu_621	ENSG00000008405:E11.1	intron-retention	chr12:107391693-107391468|chr12:107391469-107391468		-0.0467534775423	0.00347398157078	0.664776827304	0.9500144604	0.996767937942
CSNK1A1:ENSG00000113712:E2.3-E3.1|ENSG00000113712:E2.3-E5.1	True	exclusion	clu_7375	NewClu_664	ENSG00000113712:E3.1	cassette-exon	chr5:148929638-148929076|chr5:148929638-148904734	(-)truncated, (+)AA:89(ENSP00000421268)->232(AAH07246.1)|(+)ACT_SITE-Proton acceptor, (-)Prot_kinase_cat_dom-IPR000719	-0.107687022509	0.0034906272697	0.664797721399	0.199407246524	0.307094269033
IKZF1:ENSG00000185811:E9.2-E11.2|ENSG00000185811:E9.2-E10.1	False	exclusion	clu_25603	NewClu_2715	ENSG00000185811:E10.1	cassette-exon	chr7:50450405-50459427|chr7:50450405-50455043	(-)retained_intron, (-)alt-N-terminus, (-)AA:477(AAH18349.1)->489(ENST00000471793-PEP)|(+)MOD_RES+Phosphoserine, (+)MOD_RES+Phosphothreonine, (+)Znf_C2H2+IPR007087, (-)CROSSLNK-Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO), (-)MOD_RES-Phosphoserine, (-)ZN_FING-C2H2-type 4, (-)Znf_C2H2-IPR007087, (-)Znf_C2H2-like-IPR015880	0.05424351345	0.00350516484578	0.664797721399	0.1833526085	0.12910909505
AGAP3:ENSG00000133612:E11.4-E12.2|ENSG00000133612:E11.2_150814836-E12.2	True	exclusion	clu_11476	NewClu_4476	ENSG00000133612:E11.4	alt-5'	chr7:150814864-150815297|chr7:150814836-150815297		-0.136235632188	0.00350752160909	0.664797721399	0.608659163813	0.744894796
PACS2:ENSG00000179364:E15.3-E16.1|ENSG00000179364:E15.2-E16.1	True	inclusion	clu_24026	NewClu_4432	ENSG00000179364:E15.3	alt-5'	chr14:105848395-105848814|chr14:105848383-105848814	(+)alt-coding, (+)AA:889(AAQ83882.2)->893(ENSP00000393559)	0.045343581777	0.00350989365538	0.664797721399	0.1006170044	0.055273422623
RP11-33B1.1:ENSG00000245958:E5.4-I5.1|ENSG00000245958:E5.2-E6.1	True	inclusion	clu_34350	NewClu_1142	ENSG00000245958:E5.4|ENSG00000245958:I5.1	intron-retention	chr4:120383065-120383066|chr4:120383006-120384051		0.0360196577769	0.00351475583492	0.664797721399	0.0381841599524	0.00216450217544
METTL21D:ENSG00000100483:E2.1-I2.1|ENSG00000100483:E2.1-E3.1	True	inclusion	clu_4252	NewClu_2936	ENSG00000100483:I2.1	intron-retention	chr14:50582557-50582556|chr14:50582557-50581122	(~)retained_intron, (~)AA:89(ENST00000484763-PEP)->89(LF209550-PEP)	0.144645149089	0.0035186280628	0.664797721399	0.267513428714	0.122868279625
RNF220:ENSG00000187147:E13.1-E14.1|ENSG00000187147:E13.2-E14.1	False	exclusion	clu_26016	NewClu_139	ENSG00000187147:E13.2	alt-5'	chr1:45101260-45101702|chr1:45101338-45101702	(-)alt-C-terminus, (-)AA:259(ENSP00000388533)->260(ENSP00000335580)|(+)REGION+Required for targeting to the cytoplasm	0.0563605094223	0.00352294173249	0.664797721399	0.476831130619	0.420470621197
SIRT7:ENSG00000187531:E4.15-I4.2|ENSG00000187531:E4.17-I4.2	False	inclusion	clu_26084	NewClu_3161	ENSG00000187531:E4.15	intron-retention	chr17:79871963-79871756|chr17:79871757-79871756		-0.0627641735476	0.00352717494065	0.664797721399	0.816972528286	0.879736701833
KRR1:ENSG00000111615:I3.1-E4.1|ENSG00000111615:E3.6-E4.1	True	inclusion	clu_6853	NewClu_1725	ENSG00000111615:I3.1	intron-retention	chr12:75899035-75899034|chr12:75900096-75899034		0.0492139940282	0.0035319819225	0.664797721399	0.104320176333	0.0551061823051
TBC1D10C:ENSG00000175463:E6.4-E7.1|ENSG00000175463:E6.5-I6.1	False	inclusion	clu_23157	NewClu_2392	ENSG00000175463:E6.4|ENSG00000175463:E7.1	intron-retention	chr11:67173488-67174098|chr11:67173559-67173560	(-)retained_intron, (-)retained_intron, (-)alt+N+terminus, (-)alt+C+terminus, (-)AA:186(ENST00000526474+PEP)+>215(ENST00000530967+PEP)|(-)Rab+GTPase+TBC_dom+IPR000195	-0.139611744762	0.00353525255132	0.664797721399	0.581387882905	0.720999627667
TRUB2:ENSG00000167112:E1.2-I1.1|ENSG00000167112:E1.2-E3.1	True	inclusion	clu_20623	NewClu_2361	ENSG00000167112:I1.1	intron-retention	chr9:131084579-131084578|chr9:131084579-131084009		0.0932955635252	0.00353612809384	0.664797721399	0.107503760882	0.0142081973571
ACER3:ENSG00000078124:E13.5-I13.1|ENSG00000078124:E13.3-E14.1	True	inclusion	clu_2680	NewClu_1025	ENSG00000078124:E13.5|ENSG00000078124:I13.1	intron-retention	chr11:76727154-76727155|chr11:76726161-76727719		0.0210140045238	0.00354448384539	0.664824335211	0.0210140045238	0.0
CELF2:ENSG00000048740:E4.2-E5.1|ENSG00000048740:E4.2-I4.1_11252634	False	exclusion	clu_1181	NewClu_3392	ENSG00000048740:E5.1		chr10:11207645-11259388|chr10:11207645-11252634	(+)alt-N-terminus, (+)AA:403(ENSP00000438884)->490(ENSP00000346426)|(+)DOMAIN-RRM 1, (+)Hud_Sxl_RNA-IPR002343, (+)RRM_dom-IPR000504	0.12013955398	0.00354754962247	0.664824335211	0.576821861619	0.456682307639
MAPK8IP3:ENSG00000138834:E25.2-E26.1|ENSG00000138834:I25.1-E26.1	False	inclusion	clu_13317	NewClu_96	ENSG00000138834:E25.2	intron-retention	chr16:1816410-1816530|chr16:1816529-1816530		-0.0644982201412	0.00357368660592	0.66865945404	0.889361091238	0.953859311379
CYBRD1:ENSG00000071967:E2.4-E6.1|ENSG00000071967:E5.1-I5.1	False	inclusion	clu_2223	NewClu_3065	ENSG00000071967:E2.4|ENSG00000071967:E6.1	intron-retention	chr2:172379248-172398095|chr2:172397638-172397639	(-)alt-N-terminus, (-)AA:228(ENSP00000386739)->286(ENSP00000319141)|(+)Cyt_b561/ferric_Rdtase_TM-IPR006593, (+)Cyt_b561_euk-IPR004877, (-)Cyt_b561/ferric_Rdtase_TM-IPR006593, (-)Cyt_b561_euk-IPR004877, (-)DOMAIN-Cytochrome b561, (-)METAL-Iron (heme axial ligand), (-)TRANSMEM-Helical; Name=1;, (-)TRANSMEM-Helical; Name=2;	-0.15624983766	0.00359157359569	0.670941237304	0.54926569719	0.70551553485
MZB1:ENSG00000170476:E1.6-I1.1|ENSG00000170476:E1.6-E2.8	True	inclusion	clu_21773	NewClu_1656	ENSG00000170476:I1.1	intron-retention	chr5:138725369-138725368|chr5:138725369-138724274	(-)alt-N-terminus, (-)AA:130(BAG51934.1)->189(BAF85395.1)|(-)DISULFID, (-)SIGNAL	0.12146010167	0.00361649500159	0.672593349576	0.239882941368	0.118422839698
EXOC1:ENSG00000090989:E6.1-I6.1|ENSG00000090989:E6.1-E7.1	True	inclusion	clu_3564	NewClu_4475	ENSG00000090989:I6.1	intron-retention	chr4:56737071-56737072|chr4:56737071-56737267		0.115257355508	0.00361886755755	0.672593349576	0.1780405893	0.0627832337925
CDCA8:ENSG00000134690:E7.1-E8.1|ENSG00000134690:I6.1_38168553-U10.1_38427687	True	exclusion	clu_11751	NewClu_4309	ENSG00000134690:E7.1|ENSG00000134690:E8.1		chr1:38169019-38171113|chr1:38168553-38427687		-0.0527835319538	0.00361909161005	0.672593349576	0.9237173942	0.976500926154
MLLT10:ENSG00000078403:E26.1-E27.1|ENSG00000078403:E26.1-E28.1	True	exclusion	clu_2702	NewClu_2728	ENSG00000078403:E27.1	cassette-exon	chr10:22022016-22022433|chr10:22022016-22022697		-0.0520043738071	0.00362478752051	0.672593349576	0.900635650905	0.952640024712
HSPB1:ENSG00000106211:E1.7-E3.1|ENSG00000106211:E2.1-I2.1	False	inclusion	clu_5792	NewClu_4348	ENSG00000106211:E1.7|ENSG00000106211:E3.1	intron-retention	chr7:75932393-75933119|chr7:75933044-75933045	(-)alt-N-terminus, (-)AA:37(ENSP00000405285)->205(ENSP00000248553)|(-)Alpha-crystallin/HSP-IPR001436, (-)HELIX, (-)HSP20-like_chaperone-IPR008978, (-)MOD_RES-N6-acetyllysine, (-)MOD_RES-Phosphoserine, (-)MOD_RES-Phosphoserine; by MAPKAPK2 and MAPKAPK3, (-)MOD_RES-Phosphoserine; by MAPKAPK2, MAPKAPK3 and MAPKAPK5, (-)REGION-Interaction with TGFB1I1, (-)STRAND, (-)TURN, (-)a-crystallin/Hsp20_dom-IPR002068	-0.158879613376	0.00362894687115	0.672593349576	0.347559212476	0.506438825852
FAM219B:ENSG00000178761:I5.1-I5.1|ENSG00000178761:E5.1-E8.1	True	inclusion	clu_23887	NewClu_4405	ENSG00000178761:I5.1|ENSG00000178761:I5.1	intron-retention	chr15:75194163-75194162|chr15:75194291-75192478		0.0996372790414	0.00364663923429	0.674811449011	0.286339776238	0.186702497197
SCYL1:ENSG00000142186:E5.1-I5.1|ENSG00000142186:E5.1-E6.1	True	inclusion	clu_14114	NewClu_4040	ENSG00000142186:I5.1	intron-retention	chr11:65294344-65294345|chr11:65294344-65294433		0.024649393477	0.00366071602496	0.676203389942	0.0402952739524	0.0156458804754
RP11-231C14.3:ENSG00000254634:E6.1-E7.1|ENSG00000254634:I6.1-E7.1	False	inclusion	clu_35708	NewClu_2860	ENSG00000254634:E6.1	intron-retention	chr16:29450825-29450119|chr16:29450120-29450119		-0.179887833961	0.00366563423037	0.676203389942	0.665414598824	0.845302432784
GAS5:ENSG00000234741:E6.5-E6.7|ENSG00000234741:E6.5-E6.9	True	exclusion	clu_32703	NewClu_243	ENSG00000234741:E6.7	altPromoter	chr1:173833813-173833644|chr1:173833813-173833442		-0.0670553741514	0.00367592043175	0.677041363645	0.664791400619	0.73184677477
RAB1A:ENSG00000138069:E7.1-I7.1|ENSG00000138069:E7.1-E8.1	True	inclusion	clu_13002	NewClu_2465	ENSG00000138069:I7.1	intron-retention	chr2:65316073-65316072|chr2:65316073-65315824	(+)alt-N-terminus, (+)alt-C-terminus, (+)AA:141(BAB71048.1)->151(LF384714-PEP)|(-)HELIX, (-)LIPID-S-geranylgeranyl cysteine, (-)MOD_RES-Phosphoserine; by CDK1 (Probable), (-)NP_BIND-GTP, (-)P-loop_NTPase-IPR027417, (-)STRAND, (-)Small_GTPase-IPR001806, (-)Small_GTPase_Rab_type-IPR003579, (-)Small_GTPase_Ras-IPR020849, (-)Small_GTPase_Rho-IPR003578, (-)TURN	0.0732985753095	0.00368519946507	0.677156827918	0.192827717143	0.119529141833
DIP2A:ENSG00000160305:E29.1-E30.1|ENSG00000160305:E29.1-E31.1	True	inclusion	clu_18035	NewClu_1309	ENSG00000160305:E30.1	cassette-exon	chr21:47976004-47976316|chr21:47976004-47976852	(-)alt-C-terminus, (-)AA:1110(BAG64412.1)->1567(AAM18046.1)|(-)AMP-dep_Synth/Lig-IPR000873, (-)COMPBIAS-Poly-Val, (-)DMAP1-bd-IPR010506	0.10719398394	0.00368803719963	0.677156827918	0.2460792056	0.13888522166
WASH2P:ENSG00000146556:I4.1-E5.1|ENSG00000146556:E4.1-E5.1	True	inclusion	clu_15238	NewClu_167	ENSG00000146556:I4.1	intron-retention	chr2:114353269-114353270|chr2:114353092-114353270		0.0503288805215	0.00369378114774	0.677156827918	0.0932459320952	0.0429170515738
C9orf72:ENSG00000147894:I2.1_27572519-E3.1|ENSG00000147894:E2.2-E3.1	True	inclusion	clu_15497	NewClu_1227	ENSG00000147894:I2.1_27572519		chr9:27572519-27567162|chr9:27573429-27567162		0.0933835783333	0.00370930887348	0.67873497625	0.181222676	0.0878390976667
PAF1:ENSG00000006712:E2.1-E2.3|ENSG00000006712:E1.5-E2.3	True	exclusion	clu_257	NewClu_4257	ENSG00000006712:E2.1	cassette-exon	chr19:39880900-39880801|chr19:39881458-39880801		-0.030800564719	0.0037197769105	0.67873497625	0.931973128429	0.962773693148
GOT2:ENSG00000125166:E3.2-E4.1|ENSG00000125166:E3.2-E5.1	True	exclusion	clu_9702	NewClu_3626	ENSG00000125166:E4.1	cassette-exon	chr16:58756054-58753159|chr16:58756054-58752592	(-)alt-coding, (-)AA:387(ENSP00000394100)->430(ENSP00000245206)|(+)PyrdxlP-dep_Trfase-IPR015424, (-)Aminotransferase_I/II-IPR004839, (-)MOD_RES-N6-acetyllysine, (-)MOD_RES-Nitrated tyrosine, (-)PyrdxlP-dep_Trfase-IPR015424	-0.0490806468905	0.00372898001343	0.67873497625	0.905833204476	0.954913851367
RIOK3:ENSG00000101782:E7.2-I7.1|ENSG00000101782:E7.2-E8.1	True	inclusion	clu_4609	NewClu_3889	ENSG00000101782:I7.1	intron-retention	chr18:21053590-21053591|chr18:21053590-21054912		0.0348163363071	0.00372942658668	0.67873497625	0.0769631245238	0.0421467882167
MSTO1:ENSG00000125459:E2.7-I2.1|ENSG00000125459:E2.7-E3.1	True	inclusion	clu_9747	NewClu_1637	ENSG00000125459:I2.1	intron-retention	chr1:155581891-155581892|chr1:155581891-155581973		0.134024500464	0.00373766470011	0.67873497625	0.2663972357	0.132372735236
THAP4:ENSG00000176946:E3.2-E4.1|ENSG00000176946:E2.1-E4.1	True	inclusion	clu_23465	NewClu_611	ENSG00000176946:E3.2	altPromoter	chr2:242556827-242545888|chr2:242572332-242545888	(-)alt-N-terminus, (-)alt-C-terminus, (-)AA:165(AAD27745.1)->169(AAH00767.1)|(+)Calycin-like-IPR011038, (+)DUF1794-IPR014878, (+)METAL-Iron (heme axial ligand), (+)STRAND, (+)TURN	0.0838868031374	0.00374643793884	0.67873497625	0.17556800781	0.0916812046721
ENDOV:ENSG00000173818:E9.1-I9.1|ENSG00000173818:E4.12-E10.2	True	inclusion	clu_22745	NewClu_503	ENSG00000173818:E9.1|ENSG00000173818:I9.1	intron-retention	chr17:78395762-78395763|chr17:78389621-78396006		0.0408926728824	0.00374770033475	0.67873497625	0.0408926728824	0.0
RPLP1:ENSG00000137818:E1.6-E2.2|ENSG00000137818:E1.6-E3.1	True	exclusion	clu_12810	NewClu_2512	ENSG00000137818:E2.2	cassette-exon	chr15:69745359-69745986|chr15:69745359-69747509	(-)alt-C-terminus, (-)AA:89(ENSP00000350437)->96(CU678440-PEP)|(+)MOD_RES-Phosphoserine, (+)Ribosomal_L10/L12-IPR001813, (-)HELIX	-0.0176361918493	0.00374845363844	0.67873497625	0.933976964905	0.951613156754
MSTO1:ENSG00000125459:I2.1-E3.1|ENSG00000125459:E2.7-E3.1	True	inclusion	clu_9747	NewClu_1637	ENSG00000125459:I2.1	intron-retention	chr1:155581972-155581973|chr1:155581891-155581973		0.107524834109	0.00375691051798	0.67922291584	0.2030701376	0.0955453034909
ACTR5:ENSG00000101442:E3.1-E4.1|ENSG00000101442:E3.1-I3.1_37382014	False	exclusion	clu_4559	NewClu_3512	ENSG00000101442:E4.1		chr20:37380943-37383600|chr20:37380943-37382014		0.124402425719	0.00376450388794	0.679553483611	0.925214094053	0.800811668333
